,gasto_gobierno,importaciones,pib_real,exportaciones_no_pet,log_gasto_gobierno,log_importaciones,log_pib_real,log_exportaciones_no_pet,d_log_gasto_gobierno,d_log_importaciones,d_log_pib_real,d_log_exportaciones_no_pet
2012-12-31,2552.7536864199537,10164.586203981089,24299.89130346892,3754.457529794921,7.844927932532128,9.226665017312666,10.09822715621036,8.230699087662115,0.020099291036286715,0.020301527091802996,0.013210291480492131,0.03474405494132249
2013-03-31,2535.802291819857,10106.784062801355,24301.342586171988,3831.549564822316,7.83826535187917,9.22096216673327,10.098286878262142,8.251024586467285,-0.0066625806529581055,-0.0057028505793947915,5.9722051782173935e-05,0.020325498805169318
2013-06-30,2581.8681020601484,10052.359937889427,24477.08719744931,3738.6285838586505,7.85626848646899,9.215562705611884,10.105492742514445,8.22647413435395,0.018003134589819503,-0.005399461121387006,0.0072058642523025185,-0.024550452113334842
2013-09-30,2450.495407248125,10043.973137634599,24199.682002669015,3562.6550538006995,7.804045490137736,9.214728045805023,10.094094771672864,8.17826134750365,-0.05222299633125349,-0.0008346598068609268,-0.011397970841580118,-0.04821278685029995
2013-12-31,2554.4415292063477,10194.902162361059,24569.200641200856,3580.4976907633277,7.845588899178822,9.22964308633289,10.109248931050326,8.183257089498687,0.04154340904108622,0.014915040527867518,0.01515415937746134,0.004995741995037051
2014-03-31,2515.627046981366,9964.915588217309,24117.49345728341,3628.2360464402036,7.830277374313476,9.206825761784856,10.090692725759647,8.19650187153317,-0.015311524865346371,-0.022817324548034534,-0.018556205290678918,0.013244782034483649
2014-06-30,2497.6749367876237,10055.554797070128,24176.747255517745,3523.834773936279,7.823115552829498,9.215880476922305,10.093146593015563,8.167305100013722,-0.007161821483977704,0.00905471513744871,0.002453867255916009,-0.029196771519448106
2014-09-30,2481.3934710592835,10045.29428479852,24192.320795596504,3569.2088546290074,7.816575564853252,9.214859573464846,10.093790539291328,8.180099240867088,-0.006539987976246664,-0.001020903457458644,0.0006439462757654724,0.012794140853365832
2014-12-31,2385.509179520934,9784.834160598077,23688.272450464614,3580.874181546614,7.777167872997777,9.18858893135728,10.072735371339085,8.18336223437605,-0.03940769185547488,-0.02627064210756558,-0.021055167952242826,0.0032629935089616424
2015-03-31,2453.553189275257,10019.675776024236,24038.52604594508,3555.513340175544,7.805292534233329,9.212306016433123,10.087413074204772,8.17625473129953,0.028124661235552573,0.023717085075842803,0.01467770286568637,-0.007107503076520416
2015-06-30,2471.926190011869,10086.521366779929,24211.552514662897,3633.7912779549083,7.812752959722372,9.21895529342639,10.094585174875762,8.19803181141088,0.007460425489043132,0.006649276993266895,0.007172100670990389,0.0217770801113506
2015-09-30,2521.7265745457235,10062.777020312762,23869.7691641618,3511.8130457376033,7.832699094527556,9.216598451316846,10.080368048744088,8.163887720347649,0.019946134805183924,-0.0023568421095436776,-0.014217126131674362,-0.03414409106323113
2015-12-31,2464.865035087162,10101.11548437238,24123.46122469889,3621.9647370867006,7.8098923324776806,9.220401140728127,10.090940140740766,8.194771902638568,-0.02280676204987575,0.003802689411280369,0.010572091996678523,0.030884182290918716
2016-03-31,2475.337595741477,9936.624837431287,24226.813394285058,3659.937169423273,7.814132068020629,9.203982688410909,10.09521529027461,8.205201259423818,0.004239735542948431,-0.01641845231721817,0.004275149533842892,0.010429356785250476
2016-06-30,2510.8141463181582,10042.375743482251,24452.304352592797,3605.1152701721785,7.828362340615078,9.214568993090646,10.104479738011804,8.190109024290292,0.014230272594448756,0.010586304679737424,0.009264447737194814,-0.015092235133526088
2016-09-30,2553.9190217255705,10095.372682745892,24130.409010715888,3709.1421778619947,7.845384329639383,9.219832447623292,10.091228108774464,8.218555909961147,0.01702198902430485,0.0052634545326455395,-0.013251629237339912,0.028446885670854627
2016-12-31,2548.289857144585,10110.795292490002,24201.50589423676,3538.715989264959,7.843177768912992,9.22135897286627,10.094170137243333,8.171519225433956,-0.002206560726390805,0.0015265252429781384,0.00294202846886904,-0.047036684527190786
2017-03-31,2509.686394488296,10147.104833719037,24408.105844076938,3557.291048133771,7.827913081884931,9.224943705724584,10.102670562837321,8.176754592647654,-0.015264687028060386,0.00358473285831451,0.008500425593988226,0.005235367213698439
2017-06-30,2524.6426665548533,10392.185264005897,24296.43871252631,3572.051632975873,7.833854813498718,9.248809385751755,10.09808506354833,8.180895396812376,0.005941731613786416,0.023865680027171265,-0.004585499288991102,0.004140804164721956
2017-09-30,2488.444189687589,10082.38637646919,24165.349838954808,3634.247549544745,7.819412970756613,9.218545257303333,10.092675061267494,8.198157367039094,-0.014441842742105138,-0.03026412844842241,-0.0054100022808363235,0.01726197022671805
2017-12-31,2529.1298517372315,10182.623362517646,24320.504682433224,3547.2599657144006,7.835630590443678,9.228437954599451,10.099075087609576,8.17393074380328,0.016217619687065365,0.009892697296118413,0.006400026342081588,-0.024226623235813705
2018-03-31,2474.615623050042,10105.33198911331,24156.662395255356,3712.0866001116697,7.813840359123739,9.220818483242953,10.09231549661398,8.219349423405419,-0.0217902313199394,-0.007619471356498764,-0.006759590995596199,0.04541867960213786
2018-06-30,2477.176628287573,10100.71175499282,24230.919214293317,3674.4623876663395,7.814874734289693,9.22036117113777,10.095384750123308,8.209162111875264,0.00103437516595406,-0.00045731210518340504,0.003069253509329073,-0.01018731153015473
2018-09-30,2504.2523029095223,10082.045294634321,24422.263652166966,3673.9460426922265,7.825745487091939,9.2185114272564,10.103250440017561,8.209021579410347,0.010870752802246031,-0.001849743881368937,0.007865689894252625,-0.00014053246491663174
2018-12-31,2479.207119005541,10123.027849916469,24282.509858699166,3746.2092175955972,7.815694077962454,9.222568092747439,10.097511611276575,8.228499732377584,-0.010051409129484767,0.004056665491038558,-0.005738828740986079,0.01947815296723654
2019-03-31,2562.022184955573,10172.589032293132,24838.424701895634,3742.636226490223,7.8485521416524335,9.227452032090493,10.12014711623834,8.22754551549511,0.032858063689979566,0.004883939343054422,0.02263550496176414,-0.0009542168824729913
2019-06-30,2556.290747338531,10143.55729096916,24559.94592229179,3657.4451618595735,7.846312559943199,9.224594033272869,10.10887218039757,8.20452013944205,-0.0022395817092348835,-0.0028579988176247184,-0.011274935840768663,-0.02302537605306121
2019-09-30,2544.6911479577266,10044.85316374033,24263.223153534265,3646.145401788167,7.84176456521866,9.214815659296532,10.096717032433785,8.201425834253678,-0.0045479947245388175,-0.009778373976336852,-0.01215514796378514,-0.0030943051883713935
2019-12-31,2544.655577736854,10173.05836071667,24594.58479388409,3602.961464528914,7.841750586913471,9.227498167601894,10.110281567358301,8.189511415306194,-1.3978305188899753e-05,0.012682508305362106,0.013564534924515925,-0.011914418947483796
2020-03-31,2513.7677449074813,10292.487752449175,24407.231876609207,3622.859703035769,7.8295380001996815,9.23916956369428,10.102634755752556,8.19501896616951,-0.012212586713789442,0.011671396092385322,-0.00764681160574554,0.005507550863315558
2020-06-30,2532.9099832301386,10022.69283909994,24635.6402448609,3647.828936283192,7.837124111758726,9.212607084950166,10.11194946387765,8.201887457628505,0.007586111559044539,-0.026562478744112994,0.009314708125094384,0.006868491458995152
2020-09-30,2518.65360930003,10216.718746973138,24617.42595209266,3702.7975049175593,7.831479755702173,9.231780750266271,10.111209843179692,8.216843895356154,-0.005644356056553335,0.01917366531610476,-0.0007396206979581876,0.01495643772764943
2020-12-31,2489.6351942807055,9928.797681624292,24247.843494428726,3582.5147163987112,7.819891470404359,9.203194670315193,10.0960829643465,8.183820267551171,-0.011588285297813528,-0.028586079951077537,-0.015126878833191526,-0.033023627804983136
2021-03-31,2485.3901733380285,10047.957210949651,24366.22276351038,3761.031709506002,7.818184937609362,9.215124630234508,10.100953139264025,8.232448589571726,-0.0017065327949969955,0.011929959919314115,0.004870174917524395,0.048628322020555004
2021-06-30,2500.7781479169043,10154.096693057814,24266.67754453466,3582.6114372113807,7.824357221591969,9.225632518118864,10.096859393780358,8.183847265209161,0.006172283982606608,0.010507887884356748,-0.004093745483666922,-0.048601324362564924
2021-09-30,2557.60678572024,10125.328415496195,24388.573198721842,3696.668322305909,7.846827250901418,9.222795327547091,10.101869990061408,8.215187239549758,0.022470029309449302,-0.0028371905717730073,0.005010596281049828,0.031339974340596655
2021-12-31,2547.0840580420772,10132.145131925818,24798.12436377332,3771.6990271906084,7.84270447719973,9.22346833513325,10.118523298799932,8.235280849263015,-0.0041227737016882315,0.0006730075861582918,0.01665330873852433,0.02009360971325691
2022-03-31,2581.3015656052207,10139.858179199773,24658.247398793927,3764.9958878240495,7.856049033499722,9.224229290775154,10.112866703584181,8.23350204802199,0.013344556299991872,0.0007609556419048147,-0.0056565952157505706,-0.0017788012410253629
2022-06-30,2568.157521778921,10213.051632056766,24525.68321372169,3675.425753891309,7.850944003185204,9.231421753088355,10.107476141893521,8.209424256335678,-0.005105030314517478,0.00719246231320092,-0.005390561690660434,-0.0240777916863113
2022-09-30,2530.6349411971228,10107.968367200048,24616.57488503428,3679.7880505339017,7.836225515135192,9.221079339021594,10.11117527084984,8.21061043454071,-0.01471848805001219,-0.010342414066760952,0.0036991289563186314,0.0011861782050317515
2022-12-31,2583.9574814802418,10203.737714448385,24611.35213875892,3635.0870297106135,7.8570774102316046,9.230509374741652,10.110963084531596,8.198388331829735,0.0208518950964125,0.009430035720058072,-0.00021218631824382328,-0.012222102710975236
2023-03-31,2568.9516446451416,10187.803897074962,24626.309968098405,3601.8238466734174,7.851253174295578,9.228946587491928,10.111570661299444,8.189195620229501,-0.005824235936026767,-0.0015627872497248063,0.0006075767678481725,-0.009192711600233494
2023-06-30,2635.8670246600173,10175.724638078287,24694.02342409098,3682.3662359751606,7.876967448469847,9.227760225276501,10.114316526701426,8.211310823434046,0.02571427417426886,-0.0011863622154262288,0.0027458654019820727,0.022115203204544187
2023-09-30,2556.4727384143075,10376.392938462819,24729.153263804277,3690.4687340645,7.846383750827096,9.247288595215895,10.115738120697756,8.213508757168935,-0.030583697642750707,0.019528369939393997,0.0014215939963300173,0.0021979337348891903
2023-12-31,2575.2347442854084,10298.779749030095,24871.88931812196,3683.651392163517,7.853695971772043,9.239780696231536,10.121493501669262,8.211659765363397,0.007312220944947434,-0.007507898984359329,0.00575538097150563,-0.0018489918055379917
2024-03-31,2552.9857912604853,10028.252832204782,24676.27969053278,3785.8989734811225,7.84501885171894,9.213161671585478,10.113597724781942,8.239038647176873,-0.00867712005310306,-0.02661902464605781,-0.007895776887320238,0.02737888181347614
2024-06-30,2525.509446074459,10257.194213937877,24928.29636130616,3788.8884164941937,7.834198082180051,9.235734612898344,10.123758837291483,8.23982796125643,-0.01082076953888933,0.022572941312866135,0.010161112509541326,0.0007893140795562914
2024-09-30,2620.308556418432,10200.249518283066,24820.276051588662,3850.2494808212446,7.871047359446201,9.23016746154993,10.119416180839723,8.255893225395697,0.03684927726614973,-0.005567151348413901,-0.0043426564517599076,0.01606526413926801
2024-12-31,2648.9363448077,10505.653883356039,25511.538714597045,3874.4543843800516,7.881913459088179,9.25966885630684,10.146886127411543,8.262160127842675,0.010866099641978266,0.029501394756909605,0.027469946571820003,0.006266902446977696
